sym,country,state,fiscal_end,sic,sic_desc,exchange
XXII,United States,FL,1231.0,2111.0,Cigarettes,Nasdaq
XYF,Foreign,E9,1231.0,6199.0,Finance Services,NYSE
XYL,United States,IN,1231.0,3561.0,Pumps & Pumping Equipment,NYSE
XYZ,United States,DE,1231.0,7372.0,Services-Prepackaged Software,"NYSE,OTC"
XZO,United States,FL,1231.0,7372.0,Services-Prepackaged Software,NYSE
YAAS,Foreign,E9,930.0,7372.0,Services-Prepackaged Software,Nasdaq
YALA,Foreign,E9,1231.0,7370.0,"Services-Computer Programming, Data Proc",NYSE
YB,Foreign,E9,1231.0,6411.0,"Insurance Agents, Brokers & Service",Nasdaq
YBGJ,United States,NY,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,OTC
YCBD,United States,NC,930.0,2844.0,"Perfumes, Cosmetics & Other Toilet Prepa",NYSE
YCY,United States,E9,1231.0,6770.0,Blank Checks,"NYSE,NYSE,NYSE"
YDES,Foreign,E9,1231.0,8071.0,Services-Medical Laboratories,"Nasdaq,Nasdaq"
YDKG,Foreign,E9,1231.0,7311.0,Services-Advertising Agencies,Nasdaq
YELP,United States,DE,1231.0,7200.0,Services-Personal Services,NYSE
YETI,United States,DE,102.0,3949.0,"Sporting & Athletic Goods, NEC",NYSE
YEXT,United States,DE,131.0,7374.0,Services-Computer Processing & Data Prep,NYSE
YGMZF,Foreign,E9,1231.0,4700.0,Transportation Services,OTC
YHC,United States,DE,1231.0,2080.0,Beverages,Nasdaq
YHGJ,United States,IL,1231.0,3060.0,"Fabricated Rubber Products, NEC",Nasdaq
YHNA,United States,D8,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
YJ,Foreign,E9,1231.0,5990.0,"Retail-Retail Stores, NEC",Nasdaq
YMAT,Foreign,,,3949.0,"Sporting & Athletic Goods, NEC",Nasdaq
YORW,United States,PA,1231.0,4941.0,Water Supply,Nasdaq
YOU,United States,DE,1231.0,7372.0,Services-Prepackaged Software,NYSE
YOUL,Foreign,,,8200.0,Services-Educational Services,Nasdaq
YPF,Foreign,C1,1231.0,2911.0,Petroleum Refining,NYSE
YQ,Foreign,F4,1231.0,8200.0,Services-Educational Services,Nasdaq
YRD,Foreign,E9,1231.0,6199.0,Finance Services,NYSE
YSGL,United States,NV,331.0,8742.0,Services-Management Consulting Services,OTC
YSS,United States,DE,1231.0,3760.0,Guided Missiles & Space Vehicles & Parts,NYSE
YSWY,United States,DE,1231.0,5411.0,Retail-Grocery Stores,Nasdaq
YSXT,Foreign,E9,331.0,7500.0,"Services-Automotive Repair, Services & P",Nasdaq
YTFD,United States,DE,1231.0,6770.0,Blank Checks,OTC
YUM,United States,NC,1231.0,5812.0,Retail-Eating  Places,NYSE
YUMC,United States,DE,1231.0,5812.0,Retail-Eating  Places,NYSE
YXT,Foreign,E9,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
YYAI,United States,DE,430.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
YYGH,Foreign,D8,,7363.0,Services-Help Supply Services,Nasdaq
Z,United States,WA,1231.0,7389.0,"Services-Business Services, NEC","Nasdaq,Nasdaq"
ZARE,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,OTC
ZBH,United States,DE,1231.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia",NYSE
ZBIO,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ZBRA,United States,,1231.0,3560.0,General Industrial Machinery & Equipment,Nasdaq
ZCAR,United States,DE,331.0,7510.0,Services-Auto Rental & Leasing (No Drive,"OTC,OTC"
ZCSH,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,OTC
ZD,United States,,1231.0,4822.0,Telegraph & Other Message Communications,Nasdaq
ZDAI,Foreign,E9,331.0,1540.0,General Bldg Contractors - Nonresidentia,Nasdaq
ZDGE,United States,DE,731.0,7372.0,Services-Prepackaged Software,NYSE
ZDPY,United States,NV,1231.0,6512.0,Opeators of  Nonresidential Buildings,OTC
ZENA,Foreign,Z4,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
ZENVF,Foreign,D5,1231.0,7372.0,Services-Prepackaged Software,OTC
ZEO,United States,,1231.0,1700.0,Construction - Special Trade Contractors,"Nasdaq,Nasdaq"
ZEOX,United States,NV,1031.0,2836.0,"Biological Products, (No Diagnostic Subs",OTC
ZEPP,Foreign,E9,1231.0,3571.0,Electronic Computers,NYSE
ZETA,United States,DE,1231.0,7372.0,Services-Prepackaged Software,NYSE
ZGN,Foreign,P7,1231.0,2300.0,Apparel & Other Finishd Prods of  Fabric,NYSE
ZH,Foreign,E9,1231.0,7389.0,"Services-Business Services, NEC","NYSE,OTC"
ZHJD,United States,NV,1231.0,2870.0,Agricultural Chemicals,OTC
ZICX,United States,NV,331.0,7310.0,Services-Advertising,OTC
ZIM,Foreign,L3,1231.0,4412.0,Deep Sea Foreign Transportation of  Frei,NYSE
ZION,United States,UT,1231.0,6021.0,National Commercial Banks,"Nasdaq,Nasdaq"
ZIP,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",NYSE
ZIVO,United States,NV,1231.0,2836.0,"Biological Products, (No Diagnostic Subs","OTC,OTC"
ZJK,Foreign,E9,1231.0,3452.0,"Bolts, Nuts, Screws, Rivets & Washers",Nasdaq
ZJYL,Foreign,E9,930.0,3842.0,"Orthopedic, Prosthetic & Surgical Applia",Nasdaq
ZKH,Foreign,E9,1231.0,5200.0,"Retail-Building Materials, Hardware, Gar",NYSE
ZKIN,Foreign,D8,930.0,3490.0,Miscellaneous Fabricated Metal Products,Nasdaq
ZLAB,Foreign,E9,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ZLME,United States,,531.0,1000.0,Metal Mining,OTC
ZM,United States,DE,131.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
ZNB,Foreign,E9,630.0,8200.0,Services-Educational Services,Nasdaq
ZNOG,United States,DE,1231.0,1382.0,Oil & Gas Field Exploration Services,"OTC,OTC"
ZNTL,United States,,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ZOMDF,United States,A0,1231.0,2834.0,Pharmaceutical Preparations,OTC
ZONE,United States,NV,630.0,2842.0,"Specialty Cleaning, Polishing and Sanita",NYSE
ZOOZ,Foreign,L3,1231.0,3590.0,Misc Industrial & Commercial Machinery &,"Nasdaq,Nasdaq"
ZPTA,United States,DE,1231.0,7372.0,Services-Prepackaged Software,"OTC,OTC"
ZS,United States,DE,731.0,7371.0,Services-Computer Programming Services,Nasdaq
ZSPC,United States,DE,1231.0,7372.0,Services-Prepackaged Software,OTC
ZSQR,United States,DE,1231.0,6199.0,Finance Services,Nasdaq
ZSTK,Foreign,A6,1231.0,5122.0,"Wholesale-Drugs, Proprietaries & Druggis",Nasdaq
ZTEK,Foreign,A6,331.0,2890.0,Miscellaneous Chemical Products,Nasdaq
ZTG,Foreign,E9,930.0,8742.0,Services-Management Consulting Services,Nasdaq
ZTO,Foreign,,,4210.0,Trucking & Courier Services (No Air),"NYSE,OTC"
ZTS,United States,,1231.0,2834.0,Pharmaceutical Preparations,NYSE
ZUMZ,United States,WA,203.0,5600.0,Retail-Apparel & Accessory Stores,Nasdaq
ZURA,United States,E9,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ZVIA,United States,DE,1231.0,2086.0,Bottled & Canned Soft Drinks & Carbonate,NYSE
ZVRA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ZVSA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,OTC
ZWS,United States,DE,1231.0,3560.0,General Industrial Machinery & Equipment,NYSE
ZYBT,Foreign,F4,,2834.0,Pharmaceutical Preparations,Nasdaq
ZYME,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
BZFD,United States,DE,1231,4899,"Communications Services, NEC","Nasdaq,Nasdaq"
BZH,United States,DE,0930,1531,Operative Builders,NYSE
BZRD,United States,,1231,6770,Blank Checks,OTC
BZUN,Foreign,E9,1231,5961,Retail-Catalog & Mail-Order Houses,Nasdaq
BZYR,United States,DE,0228,2835,In Vitro & In Vivo Diagnostic Substances,OTC
C,United States,DE,1231,6021,National Commercial Banks,"NYSE,NYSE,NYSE"
CAAP,Foreign,N4,1231,4581,"Airports, Flying Fields & Airport Termin",NYSE
CAAS,Foreign,E9,1231,3714,Motor Vehicle Parts & Accessories,Nasdaq
CABA,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CABO,United States,DE,1231,4841,Cable & Other Pay Television Services,NYSE
CABR,United States,NV,1231,2844,"Perfumes, Cosmetics & Other Toilet Prepa",Nasdaq
CAC,United States,ME,1231,6021,National Commercial Banks,Nasdaq
CACC,United States,MI,1231,6141,Personal Credit Institutions,Nasdaq
CACI,United States,DE,0630,7373,Services-Computer Integrated Systems Des,NYSE
CADL,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CAE,Foreign,,,3690,"Miscellaneous Electrical Machinery, Equi",Nasdaq
CAG,United States,DE,0530,2000,Food and Kindred Products,NYSE
CAH,United States,OH,0630,5122,"Wholesale-Drugs, Proprietaries & Druggis",NYSE
CAHO,United States,NV,0331,5961,Retail-Catalog & Mail-Order Houses,OTC
CAI,United States,TX,1231,8071,Services-Medical Laboratories,Nasdaq
CAJFF,Foreign,M0,1231,3861,Photographic Equipment & Supplies,OTC
CAKE,United States,DE,1230,5812,Retail-Eating  Places,Nasdaq
CAL,United States,NY,0130,3140,"Footwear, (No Rubber)",NYSE
CALC,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CALM,United States,DE,0530,0200,Agricultural Prod-Livestock & Animal Spe,Nasdaq
CALX,United States,,1231,4899,"Communications Services, NEC",NYSE
CALY,United States,DE,1231,3949,"Sporting & Athletic Goods, NEC",NYSE
CAMP,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CAMT,Foreign,L3,1231,3827,Optical Instruments & Lenses,Nasdaq
CAN,Foreign,E9,1231,6199,Finance Services,Nasdaq
CANE,United States,,1231,6221,Commodity Contracts Brokers & Dealers,"NYSE,NYSE,NYSE,NYSE,NYSE"
CANF,Foreign,L3,1231,2834,Pharmaceutical Preparations,NYSE
CANG,Foreign,E9,1231,6199,Finance Services,NYSE
CANN,United States,CO,1231,5912,Retail-Drug Stores and Proprietary Store,OTC
CAPC,United States,FL,1231,3640,Electric Lighting & Wiring Equipment,OTC
CAPL,United States,,1231,5172,Wholesale-Petroleum & Petroleum Products,NYSE
CAPN,United States,E9,1231,6770,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
CAPR,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CAPS,United States,DE,1231,5030,Wholesale-Lumber & Other Construction Ma,Nasdaq
CAQ,United States,E9,1231,6770,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
CAR,United States,DE,1231,7510,Services-Auto Rental & Leasing (No Drive,Nasdaq
CARE,United States,VA,1231,6021,National Commercial Banks,Nasdaq
CARG,United States,DE,1231,7374,Services-Computer Processing & Data Prep,Nasdaq
CARL,United States,DE,1231,3841,Surgical & Medical Instruments & Apparat,Nasdaq
CARR,United States,DE,1231,3585,Air-Cond & Warm Air Heatg Equip & Comm &,NYSE
CARS,United States,DE,1231,7374,Services-Computer Processing & Data Prep,NYSE
CART,United States,DE,1231,7389,"Services-Business Services, NEC",Nasdaq
CARV,United States,DE,0331,6035,"Savings Institution, Federally Chartered",OTC
CASH,United States,DE,0930,6021,National Commercial Banks,Nasdaq
CASIF,Foreign,E9,1231,2834,Pharmaceutical Preparations,OTC
CASS,United States,MO,1231,7389,"Services-Business Services, NEC",Nasdaq
CAST,United States,FL,0630,7374,Services-Computer Processing & Data Prep,Nasdaq
CASY,United States,IA,0430,5500,Retail-Auto Dealers & Gasoline Stations,Nasdaq
CAT,United States,DE,1231,3531,Construction Machinery & Equip,NYSE
CATO,United States,DE,0130,5621,Retail-Women's Clothing Stores,NYSE
CATX,United States,DE,1231,2834,Pharmaceutical Preparations,NYSE
CATY,United States,DE,1231,6022,State Commercial Banks,Nasdaq
CAVA,United States,DE,1227,5812,Retail-Eating  Places,NYSE
CB,United States,V8,1231,6331,"Fire, Marine & Casualty Insurance",NYSE
CBAN,United States,GA,1231,6022,State Commercial Banks,NYSE
CBC,United States,MO,1231,6022,State Commercial Banks,Nasdaq
CBDW,United States,NV,1231,7372,Services-Prepackaged Software,OTC
CBDY,United States,DE,1231,2833,Medicinal Chemicals & Botanical Products,OTC
CBFV,United States,,1231,6022,State Commercial Banks,Nasdaq
CBIH,United States,CO,0531,8731,Services-Commercial Physical & Biologica,OTC
CBIO,United States,E9,1231,2834,Pharmaceutical Preparations,Nasdaq
CBK,United States,TN,1231,6022,State Commercial Banks,Nasdaq
CBKM,United States,OH,0630,6021,National Commercial Banks,OTC
CBL,United States,DE,1231,6798,Real Estate Investment Trusts,NYSE
CBLL,United States,DE,1231,3845,Electromedical & Electrotherapeutic Appa,Nasdaq
CBLO,United States,NV,0630,6199,Finance Services,OTC
CBNA,United States,DE,1231,6021,National Commercial Banks,NYSE
CBNK,United States,MD,1231,6021,National Commercial Banks,Nasdaq
CBOE,United States,DE,1231,6200,"Security & Commodity Brokers, Dealers, E",CBOE
CBRE,United States,DE,1231,6500,Real Estate,NYSE
CBRL,United States,TN,0731,5812,Retail-Eating  Places,Nasdaq
CBRRF,United States,E9,1231,6770,Blank Checks,"OTC,OTC,OTC"
CBRS,United States,DE,1231,3674,Semiconductors & Related Devices,Nasdaq
CBSH,United States,MO,1231,6022,State Commercial Banks,Nasdaq
CBSTQ,United States,A1,1231,0100,Agricultural Production-Crops,
CBT,United States,DE,0930,2890,Miscellaneous Chemical Products,NYSE
CBU,United States,DE,1231,6021,National Commercial Banks,NYSE
CBUS,United States,DE,1231,2870,Agricultural Chemicals,Nasdaq
CBZ,United States,DE,1231,7389,"Services-Business Services, NEC",NYSE
CC,United States,DE,1231,2800,Chemicals & Allied Products,NYSE
CCAP,United States,MD,1231,,,Nasdaq
CCB,United States,WA,1231,6022,State Commercial Banks,Nasdaq
CCBG,United States,FL,1231,6022,State Commercial Banks,Nasdaq
CCC,United States,DE,1231,7372,Services-Prepackaged Software,Nasdaq
CCCC,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CCEC,Foreign,,,4412,Deep Sea Foreign Transportation of  Frei,Nasdaq
CCEL,United States,DE,1130,8090,"Services-Misc Health & Allied Services, ",NYSE
CCEP,Foreign,X0,1231,2086,Bottled & Canned Soft Drinks & Carbonate,Nasdaq
CCFN,United States,PA,1231,6022,State Commercial Banks,OTC
CCG,Foreign,,,6411,"Insurance Agents, Brokers & Service","Nasdaq,Nasdaq"
CCHH,Foreign,E9,1231,5812,Retail-Eating  Places,Nasdaq
CCI,United States,DE,1231,6798,Real Estate Investment Trusts,NYSE
CCII,United States,,1231,6770,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
CCIX,United States,E9,1231,7373,Services-Computer Integrated Systems Des,"Nasdaq,Nasdaq,Nasdaq"
CCJ,Foreign,,1231,1090,Miscellaneous Metal Ores,NYSE
CCK,United States,PA,1231,3411,Metal Cans,NYSE
CCL,United States,D0,1130,4400,Water Transportation,NYSE
CCLD,United States,DE,1231,7372,Services-Prepackaged Software,Nasdaq
CCM,Foreign,E9,,8011,Services-Offices & Clinics of  Doctors o,NYSE
CCNE,United States,PA,1231,6022,State Commercial Banks,"Nasdaq,Nasdaq"
CCO,United States,,1231,7310,Services-Advertising,NYSE
CCOI,United States,DE,1231,4899,"Communications Services, NEC",Nasdaq
CCRN,United States,DE,1231,7363,Services-Help Supply Services,Nasdaq
CCS,United States,DE,1231,1531,Operative Builders,NYSE
CCSI,United States,DE,1231,7372,Services-Prepackaged Software,Nasdaq
CCTG,Foreign,E9,0331,3640,Electric Lighting & Wiring Equipment,Nasdaq
CCU,Foreign,,1231,2082,Malt Beverages,NYSE
CCZ,United States,PA,1231,4841,Cable & Other Pay Television Services,"Nasdaq,NYSE"
CD,Foreign,,,6199,Finance Services,Nasdaq
CDE,United States,DE,1231,1040,Gold and Silver Ores,NYSE
CDIO,United States,DE,1231,2835,In Vitro & In Vivo Diagnostic Substances,"Nasdaq,Nasdaq"
CDIX,United States,FL,1231,8011,Services-Offices & Clinics of  Doctors o,OTC
CDLR,Foreign,G7,1231,4412,Deep Sea Foreign Transportation of  Frei,NYSE
CDLX,United States,DE,1231,7370,"Services-Computer Programming, Data Proc",Nasdaq
CDNA,United States,DE,1231,8071,Services-Medical Laboratories,Nasdaq
CDNL,United States,DE,1231,1600,Heavy Construction Other Than Bldg Const,Nasdaq
CDNS,United States,DE,1231,7372,Services-Prepackaged Software,Nasdaq
CDP,United States,MD,1231,6798,Real Estate Investment Trusts,NYSE
CDR-PB,United States,MD,1231,6798,Real Estate Investment Trusts,"NYSE,NYSE"
CDRE,United States,DE,1231,3842,"Orthopedic, Prosthetic & Surgical Applia",NYSE
CDRO,Foreign,N4,1231,7990,Services-Miscellaneous Amusement & Recre,"Nasdaq,Nasdaq"
CDT,United States,DE,1231,2834,Pharmaceutical Preparations,"Nasdaq,Nasdaq"
CDTG,Foreign,E9,1231,4950,Sanitary Services,Nasdaq
CDW,United States,DE,1231,5961,Retail-Catalog & Mail-Order Houses,Nasdaq
CDXS,United States,DE,1231,2860,Industrial Organic Chemicals,Nasdaq
CDZI,United States,DE,1231,4941,Water Supply,"Nasdaq,Nasdaq"
CE,United States,DE,1231,2820,"Plastic Material, Synth Resin/Rubber, Ce",NYSE
CECO,United States,DE,1231,3564,Industrial & Commercial Fans & Blowers &,Nasdaq
CEF,Foreign,A6,1231,6221,Commodity Contracts Brokers & Dealers,NYSE
CEG,United States,PA,1231,4911,Electric Services,Nasdaq
CEIN,United States,,1231,1311,Crude Petroleum & Natural Gas,OTC
CELC,United States,DE,1231,8071,Services-Medical Laboratories,Nasdaq
CELH,United States,NV,1231,2086,Bottled & Canned Soft Drinks & Carbonate,Nasdaq
CELU,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CELZ,United States,NV,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CENN,Foreign,NV,1231,3711,Motor Vehicles & Passenger Car Bodies,Nasdaq
CENT,United States,DE,0927,5190,Wholesale-Miscellaneous Nondurable Goods,"Nasdaq,Nasdaq"
CENX,United States,DE,1231,3334,Primary Production of  Aluminum,Nasdaq
CEPT,United States,E9,1231,6770,Blank Checks,
CEPU,Foreign,C1,1231,4911,Electric Services,NYSE
CEPV,United States,E9,1231,6770,Blank Checks,Nasdaq
CERO,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs","OTC,OTC"
CERS,United States,DE,1231,3841,Surgical & Medical Instruments & Apparat,Nasdaq
CERT,United States,DE,1231,7372,Services-Prepackaged Software,Nasdaq
CETI,United States,WY,1231,3690,"Miscellaneous Electrical Machinery, Equi",OTC
CETX,United States,DE,0930,1700,Construction - Special Trade Contractors,"Nasdaq,OTC"
CETY,United States,NV,1231,4924,Natural Gas Distribution,Nasdaq
CEVA,United States,DE,1231,7370,"Services-Computer Programming, Data Proc",Nasdaq
CF,United States,DE,1231,2870,Agricultural Chemicals,NYSE
CFBK,United States,DE,1231,6021,National Commercial Banks,Nasdaq
CFFI,United States,VA,1231,6022,State Commercial Banks,Nasdaq
CFFN,United States,MD,0930,6035,"Savings Institution, Federally Chartered",Nasdaq
CFG,United States,DE,1231,6022,State Commercial Banks,"NYSE,NYSE,NYSE,NYSE"
CFNB,United States,CA,0630,6021,National Commercial Banks,"None,OTC"
CFOO,United States,DE,1231,2833,Medicinal Chemicals & Botanical Products,OTC
CFOR,United States,DE,1231,8071,Services-Medical Laboratories,OTC
CFR,United States,TX,1231,6021,National Commercial Banks,"NYSE,NYSE"
CFTR-PA,United States,MD,1231,6798,Real Estate Investment Trusts,NYSE
CG,United States,DE,1231,6282,Investment Advice,"Nasdaq,Nasdaq"
CGAU,Foreign,Z4,1231,1040,Gold and Silver Ores,NYSE
CGBD,United States,MD,1231,,,Nasdaq
CGC,Foreign,Z4,0331,2833,Medicinal Chemicals & Botanical Products,Nasdaq
CGEH,United States,DE,0331,3510,Engines & Turbines,Nasdaq
CGEM,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CGEN,Foreign,L3,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CGNT,Foreign,L3,0131,7372,Services-Prepackaged Software,Nasdaq
CGNX,United States,MA,1231,3823,"Industrial Instruments For Measurement, ",Nasdaq
CGON,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CGTL,Foreign,E9,0930,5045,Wholesale-Computers & Peripheral Equipme,Nasdaq
CGTX,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CHA,Foreign,,1231,5810,Retail-Eating & Drinking Places,Nasdaq
CHAI,Foreign,A1,1231,4812,Radiotelephone Communications,Nasdaq
CHAR,United States,E9,1231,6770,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
CHCI,United States,DE,1231,6500,Real Estate,Nasdaq
CHCO,United States,WV,1231,6021,National Commercial Banks,Nasdaq
CHCT,United States,MD,1231,6798,Real Estate Investment Trusts,NYSE
CHD,United States,DE,1231,2840,"Soap, Detergents, Cleang Preparations, P",NYSE
CHDN,United States,KY,1231,7948,"Services-Racing, Including Track Operati",Nasdaq
CHE,United States,DE,1231,8082,Services-Home Health Care Services,NYSE
CHEF,United States,DE,1226,5141,"Wholesale-Groceries, General Line",Nasdaq
CHEV,United States,DE,1231,5013,Wholesale-Motor Vehicle Supplies & New P,OTC
CHGG,United States,DE,1231,8200,Services-Educational Services,NYSE
CHH,United States,DE,1231,7011,Hotels & Motels,NYSE
CHKP,Foreign,,1231,7372,Services-Prepackaged Software,Nasdaq
CHMG,United States,NY,1231,6022,State Commercial Banks,Nasdaq
CHMI,United States,MD,1231,6798,Real Estate Investment Trusts,"NYSE,NYSE,NYSE"
CHNR,Foreign,D8,1231,1040,Gold and Silver Ores,Nasdaq
CHOW,Foreign,E9,1231,7372,Services-Prepackaged Software,NYSE
CHPG,United States,E9,1231,6770,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
CHPT,United States,DE,0131,3690,"Miscellaneous Electrical Machinery, Equi",NYSE
CHR,Foreign,E9,1231,7374,Services-Computer Processing & Data Prep,Nasdaq
CHRD,United States,DE,1231,1311,Crude Petroleum & Natural Gas,Nasdaq
CHRN,United States,NV,1231,3569,General Industrial Machinery & Equipment,Nasdaq
CHRS,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CHRW,United States,DE,1231,4731,Arrangement of  Transportation of  Freig,Nasdaq
CHSN,Foreign,E9,1231,2000,Food and Kindred Products,Nasdaq
CHT,Foreign,,,4812,Radiotelephone Communications,NYSE
CHTR,United States,,1231,4841,Cable & Other Pay Television Services,Nasdaq
CHUC,United States,NV,1231,2833,Medicinal Chemicals & Botanical Products,OTC
CHWY,United States,DE,0201,5961,Retail-Catalog & Mail-Order Houses,NYSE
CHYM,United States,DE,1231,6199,Finance Services,Nasdaq
CI,United States,DE,1231,6324,Hospital & Medical Service Plans,NYSE
CIA,United States,CO,1231,6311,Life Insurance,NYSE
CIB,Foreign,F8,1231,6029,"Commercial Banks, NEC",NYSE
CIEN,United States,MD,1031,3661,Telephone & Telegraph Apparatus,NYSE
CIFR,United States,,1231,6199,Finance Services,Nasdaq
CIG,Foreign,,1231,4911,Electric Services,"NYSE,NYSE"
CIGI,Foreign,A6,1231,6500,Real Estate,Nasdaq
CIIT,United States,NV,0731,3576,Computer Communications Equipment,Nasdaq
CIM,United States,NY,1231,6798,Real Estate Investment Trusts,"NYSE,NYSE,NYSE,NYSE,NYSE"
CIMG,United States,NV,0930,5900,Retail-Miscellaneous Retail,OTC
CINF,United States,OH,1231,6331,"Fire, Marine & Casualty Insurance",Nasdaq
CING,United States,DE,1231,2834,Pharmaceutical Preparations,"Nasdaq,Nasdaq"
CINT,Foreign,E9,1231,7371,Services-Computer Programming Services,NYSE
CION,United States,MD,1231,,,"NYSE,NYSE,NYSE"
CIRX,United States,NV,1231,2080,Beverages,OTC
CISO,United States,DE,1231,8742,Services-Management Consulting Services,Nasdaq
CISS,Foreign,1T,1231,4412,Deep Sea Foreign Transportation of  Frei,Nasdaq
CITR,United States,WY,1231,2800,Chemicals & Allied Products,NYSE
CIVB,United States,OH,1231,6022,State Commercial Banks,Nasdaq
CIX,United States,DE,1231,3420,"Cutlery, Handtools & General Hardware",NYSE
CIZN,United States,MS,1231,6022,State Commercial Banks,OTC
CJAX,United States,VA,1231,1311,Crude Petroleum & Natural Gas,OTC
CJMB,United States,NV,1231,7389,"Services-Business Services, NEC",Nasdaq
CKX,United States,LA,1231,1311,Crude Petroleum & Natural Gas,NYSE
CL,United States,DE,1231,2844,"Perfumes, Cosmetics & Other Toilet Prepa",NYSE
CLAR,United States,DE,1231,3949,"Sporting & Athletic Goods, NEC",Nasdaq
CLB,United States,DE,1231,1389,"Oil & Gas Field Services, NEC",NYSE
CLBK,United States,DE,1231,6035,"Savings Institution, Federally Chartered",Nasdaq
CLBT,Foreign,,1231,7372,Services-Prepackaged Software,Nasdaq
CLBZ,United States,NV,0930,6500,Real Estate,None
CLCS,United States,NV,1231,2834,Pharmaceutical Preparations,
CLDI,United States,DE,1231,2836,"Biological Products, (No Diagnostic Subs","NYSE,OTC"
CLDT,United States,MD,1231,6798,Real Estate Investment Trusts,"NYSE,NYSE"
CLDX,United States,DE,1231,2835,In Vitro & In Vivo Diagnostic Substances,Nasdaq
CLEV,United States,,0731,3590,Misc Industrial & Commercial Machinery &,OTC
CLF,United States,OH,1231,1000,Metal Mining,NYSE
CLFD,United States,MN,0930,3661,Telephone & Telegraph Apparatus,Nasdaq
CLGN,Foreign,L3,1231,3842,"Orthopedic, Prosthetic & Surgical Applia",Nasdaq
CLH,United States,MA,1231,4955,Hazardous Waste Management,NYSE
CLIK,Foreign,D8,0630,7361,Services-Employment Agencies,Nasdaq
CLIR,United States,DE,1231,3823,"Industrial Instruments For Measurement, ",Nasdaq
CLLS,Foreign,I0,1231,2836,"Biological Products, (No Diagnostic Subs",Nasdaq
CLMB,United States,DE,1231,5045,Wholesale-Computers & Peripheral Equipme,Nasdaq
CLMT,United States,,1231,2911,Petroleum Refining,Nasdaq
CLNE,United States,DE,1231,4932,Gas & Other Services Combined,Nasdaq
CLNK,United States,DE,1231,6221,Commodity Contracts Brokers & Dealers,NYSE
CLNN,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CLNV,United States,NV,1231,2860,Industrial Organic Chemicals,OTC
CLOQ,United States,,1231,7372,Services-Prepackaged Software,OTC
CLOV,United States,DE,1231,6324,Hospital & Medical Service Plans,Nasdaq
CLOW,United States,FL,1231,7370,"Services-Computer Programming, Data Proc",OTC
CLPR,United States,MD,1231,6798,Real Estate Investment Trusts,NYSE
CLPS,Foreign,E9,0630,7372,Services-Prepackaged Software,Nasdaq
CLPT,United States,DE,1231,3841,Surgical & Medical Instruments & Apparat,Nasdaq
CLRB,United States,DE,1231,2834,Pharmaceutical Preparations,Nasdaq
CLRCF,United States,E9,1231,6770,Blank Checks,OTC
CLRI,United States,FL,0930,4812,Radiotelephone Communications,OTC
CLRO,United States,DE,1231,3661,Telephone & Telegraph Apparatus,Nasdaq
CLS,Foreign,A6,1231,3672,Printed Circuit Boards,NYSE
CLSDQ,United States,DE,1231,2834,Pharmaceutical Preparations,OTC
CLSK,United States,NV,0930,6199,Finance Services,"Nasdaq,Nasdaq"
CLST,United States,,,6035,"Savings Institution, Federally Chartered",Nasdaq
