sym,country,state,fiscal_end,sic,sic_desc,exchange
DBGI,United States,DE,1231.0,5600.0,Retail-Apparel & Accessory Stores,Nasdaq
DBI,United States,OH,130.0,5661.0,Retail-Shoe Stores,NYSE
DBMM,United States,FL,831.0,7389.0,"Services-Business Services, NEC",OTC
DBO,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,NYSE
DBP,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,NYSE
DBRG,United States,MD,1231.0,6282.0,Investment Advice,"NYSE,NYSE,NYSE,NYSE"
DBVT,Foreign,I0,1231.0,2836.0,"Biological Products, (No Diagnostic Subs","Nasdaq,OTC"
DBX,United States,NV,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DC,United States,DE,1231.0,1000.0,Metal Mining,NYSE
DCBO,Foreign,A6,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DCGO,United States,DE,1231.0,8000.0,Services-Health Services,Nasdaq
DCH,United States,DE,1231.0,3714.0,Motor Vehicle Parts & Accessories,NYSE
DCI,United States,DE,731.0,3564.0,Industrial & Commercial Fans & Blowers &,NYSE
DCO,United States,DE,1231.0,3728.0,"Aircraft Parts & Auxiliary Equipment, NE",NYSE
DCOM,United States,NY,1231.0,6021.0,National Commercial Banks,"NYSE,NYSE,NYSE"
DCOY,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DCTH,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
DCX,Foreign,E9,1231.0,3711.0,Motor Vehicles & Passenger Car Bodies,Nasdaq
DD,United States,DE,1231.0,2821.0,"Plastic Materials, Synth Resins & Nonvul",NYSE
DDD,United States,DE,1231.0,7372.0,Services-Prepackaged Software,NYSE
DDI,Foreign,M5,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
DDOG,United States,NV,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DDS,United States,TX,130.0,5311.0,Retail-Department Stores,"NYSE,NYSE"
DE,United States,DE,1101.0,3523.0,Farm Machinery & Equipment,NYSE
DEA,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
DEC,Foreign,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
DECK,United States,DE,331.0,3021.0,Rubber & Plastics Footwear,NYSE
DEFI,United States,DE,1231.0,6221.0,Commodity Contracts Brokers & Dealers,NYSE
DEFT,Foreign,DE,1231.0,6199.0,Finance Services,Nasdaq
DEI,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
DELL,United States,TX,1231.0,3571.0,Electronic Computers,NYSE
DEO,Foreign,X0,630.0,2080.0,Beverages,"NYSE,OTC"
DERM,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DEVS,United States,A0,731.0,6799.0,"Investors, NEC",OTC
DFDV,United States,NV,1231.0,6199.0,Finance Services,"Nasdaq,Nasdaq,OTC"
DFH,United States,TX,1231.0,1531.0,Operative Builders,NYSE
DFIN,United States,DE,1231.0,7380.0,Services-Miscellaneous Business Services,NYSE
DFLI,United States,NV,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi","Nasdaq,Nasdaq"
DFNS,United States,DE,1231.0,8742.0,Services-Management Consulting Services,"Nasdaq,Nasdaq"
DFSC,Foreign,A1,930.0,7372.0,Services-Prepackaged Software,"Nasdaq,Nasdaq"
DFTX,Foreign,A1,1231.0,2833.0,Medicinal Chemicals & Botanical Products,Nasdaq
DG,United States,TN,129.0,5331.0,Retail-Variety Stores,NYSE
DGAC,United States,E9,1231.0,6770.0,Blank Checks,"NYSE,NYSE,NYSE"
DGII,United States,DE,930.0,3576.0,Computer Communications Equipment,Nasdaq
DGNX,Foreign,E9,331.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
DGX,United States,DE,1231.0,8071.0,Services-Medical Laboratories,NYSE
DGXX,Foreign,A1,1231.0,6199.0,Finance Services,Nasdaq
DH,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DHC,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,"Nasdaq,Nasdaq,Nasdaq"
DHI,United States,DE,930.0,1531.0,Operative Builders,NYSE
DHR,United States,DE,1231.0,3823.0,"Industrial Instruments For Measurement, ",NYSE
DHT,Foreign,1T,1231.0,4412.0,Deep Sea Foreign Transportation of  Frei,NYSE
DHTI,United States,WY,630.0,7363.0,Services-Help Supply Services,OTC
DHX,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
DIBS,United States,DE,1231.0,5961.0,Retail-Catalog & Mail-Order Houses,Nasdaq
DIDIY,Foreign,E9,1231.0,7389.0,"Services-Business Services, NEC",OTC
DIN,United States,DE,1231.0,5812.0,Retail-Eating  Places,NYSE
DINO,United States,DE,1231.0,4610.0,Pipe Lines (No Natural Gas),NYSE
DIOD,United States,DE,1231.0,3674.0,Semiconductors & Related Devices,Nasdaq
DIS,United States,DE,1003.0,7990.0,Services-Miscellaneous Amusement & Recre,NYSE
DIT,United States,DE,930.0,5141.0,"Wholesale-Groceries, General Line",NYSE
DJCO,United States,SC,930.0,2711.0,Newspapers: Publishing or  Publishing & ,Nasdaq
DJP,Foreign,X0,1231.0,6029.0,"Commercial Banks, NEC","CBOE,OTC,NYSE,Nasdaq,NYS"
DJT,United States,FL,1231.0,7370.0,"Services-Computer Programming, Data Proc","Nasdaq,Nasdaq"
DK,United States,DE,1231.0,2911.0,Petroleum Refining,NYSE
DKL,United States,TN,1231.0,4610.0,Pipe Lines (No Natural Gas),NYSE
DKNG,United States,NV,1231.0,7990.0,Services-Miscellaneous Amusement & Recre,Nasdaq
DKS,United States,DE,130.0,5940.0,Retail-Miscellaneous Shopping Goods Stor,NYSE
DLB,United States,DE,927.0,6794.0,Patent Owners & Lessors,NYSE
DLHC,United States,NJ,930.0,7363.0,Services-Help Supply Services,Nasdaq
DLO,Foreign,E9,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
DLPN,United States,FL,1231.0,7200.0,Services-Personal Services,Nasdaq
DLR,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE,NYSE,NYSE"
DLTH,United States,,201.0,5600.0,Retail-Apparel & Accessory Stores,Nasdaq
DLTI,United States,NV,1231.0,7200.0,Services-Personal Services,
DLTR,United States,VA,130.0,5331.0,Retail-Variety Stores,Nasdaq
DLX,United States,MN,1231.0,2780.0,"Blankbooks, Looseleaf Binders & Bookbind",NYSE
DLXY,Foreign,E9,1231.0,5172.0,Wholesale-Petroleum & Petroleum Products,Nasdaq
DMAA,United States,,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
DMAC,United States,Z4,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DMC,United States,E9,1226.0,100.0,Agricultural Production-Crops,NYSE
DMII,United States,,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
DMLP,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,Nasdaq
DMRA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DMRC,United States,OR,1231.0,7373.0,Services-Computer Integrated Systems Des,Nasdaq
DNA,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs","NYSE,OTC"
DNLI,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
DNMX,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
DNN,Foreign,A6,1231.0,1090.0,Miscellaneous Metal Ores,NYSE
DNOW,United States,DE,1231.0,3533.0,Oil & Gas Field Machinery & Equipment,NYSE
DNTH,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DNUT,United States,,,5400.0,Retail-Food Stores,Nasdaq
DOC,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
DOCN,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",NYSE
DOCS,United States,DE,331.0,7371.0,Services-Computer Programming Services,NYSE
DOCU,United States,DE,131.0,7372.0,Services-Prepackaged Software,Nasdaq
DOGP,United States,NV,1231.0,7200.0,Services-Personal Services,OTC
DOGZ,Foreign,D8,630.0,3990.0,Miscellaneous Manufacturing Industries,Nasdaq
DOLE,Foreign,,,100.0,Agricultural Production-Crops,NYSE
DOMH,United States,DE,1231.0,6211.0,"Security Brokers, Dealers & Flotation Co",Nasdaq
DOMO,United States,DE,131.0,7372.0,Services-Prepackaged Software,Nasdaq
DORM,United States,PA,1228.0,3714.0,Motor Vehicle Parts & Accessories,Nasdaq
DOUG,United States,DE,1231.0,6531.0,Real Estate Agents & Managers (For Other,NYSE
DOV,United States,NY,1231.0,3530.0,"Construction, Mining & Materials Handlin",NYSE
DOW,United States,DE,1231.0,2821.0,"Plastic Materials, Synth Resins & Nonvul",NYSE
DOX,Foreign,X0,930.0,7371.0,Services-Computer Programming Services,Nasdaq
DOYU,Foreign,E9,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
DPC,United States,Y9,1231.0,3360.0,Nonferrous Foundries (Castings),NYSE
DPLS,United States,,1231.0,7372.0,Services-Prepackaged Software,OTC
DPRO,Foreign,A1,1231.0,3721.0,Aircraft,Nasdaq
DPZ,United States,DE,102.0,5140.0,Wholesale-Groceries & Related Products,Nasdaq
DQ,Foreign,E9,1231.0,3674.0,Semiconductors & Related Devices,NYSE
DQWS,United States,NV,1231.0,2844.0,"Perfumes, Cosmetics & Other Toilet Prepa",OTC
DRCT,United States,DE,1231.0,7310.0,Services-Advertising,Nasdaq
DRD,Foreign,,630.0,1040.0,Gold and Silver Ores,"NYSE,OTC"
DRH,United States,,1231.0,6798.0,Real Estate Investment Trusts,Nasdaq
DRI,United States,FL,531.0,5812.0,Retail-Eating  Places,NYSE
DRIO,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
DRMA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,"Nasdaq,Nasdaq"
DROR,United States,DE,1231.0,3843.0,Dental Equipment & Supplies,OTC
DRS,United States,DE,1231.0,3812.0,"Search, Detection, Navigation, Guidance,",Nasdaq
DRTS,Foreign,L3,1231.0,3841.0,Surgical & Medical Instruments & Apparat,"Nasdaq,Nasdaq"
DRTTF,United States,A0,1231.0,7372.0,Services-Prepackaged Software,OTC
DRUG,Foreign,A1,930.0,2834.0,Pharmaceutical Preparations,Nasdaq
DRVN,United States,DE,1227.0,7500.0,"Services-Automotive Repair, Services & P",Nasdaq
DSGN,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DSGR,United States,DE,1231.0,5080.0,"Wholesale-Machinery, Equipment & Supplie",Nasdaq
DSGT,United States,NV,1231.0,7373.0,Services-Computer Integrated Systems Des,
DSGX,Foreign,A6,131.0,7372.0,Services-Prepackaged Software,Nasdaq
DSNY,United States,NV,831.0,7372.0,Services-Prepackaged Software,OTC
DSP,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",Nasdaq
DSS,United States,NY,1231.0,2650.0,Paperboard Containers & Boxes,NYSE
DSWL,Foreign,,331.0,3089.0,"Plastics Products, NEC",Nasdaq
DSX,Foreign,,,4412.0,Deep Sea Foreign Transportation of  Frei,"NYSE,NYSE,NYSE"
DSY,Foreign,E9,630.0,2670.0,Converted Paper & Paperboard Prods (No C,"Nasdaq,Nasdaq"
DT,United States,DE,331.0,7372.0,Services-Prepackaged Software,NYSE
DTCKF,Foreign,E9,1231.0,5150.0,Wholesale-Farm Product Raw Materials,OTC
DTCX,United States,NV,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
DTE,United States,MI,1231.0,4911.0,Electric Services,"NYSE,NYSE,NYSE,NYSE,NYSE"
DTGI,United States,NV,731.0,7374.0,Services-Computer Processing & Data Prep,OTC
DTI,United States,DE,1231.0,3533.0,Oil & Gas Field Machinery & Equipment,Nasdaq
DTII,United States,DE,430.0,1040.0,Gold and Silver Ores,OTC
DTIL,United States,DE,521.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
DTM,United States,DE,1231.0,4922.0,Natural Gas Transmission,NYSE
DTSQ,United States,,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq,Nasdaq"
DTST,United States,NV,1231.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
DUK,United States,DE,1231.0,4931.0,Electric & Other Services Combined,"NYSE,NYSE,NYSE"
DUKR,United States,NV,1231.0,3721.0,Aircraft,"Nasdaq,Nasdaq"
DUO,Foreign,E9,1231.0,6500.0,Real Estate,Nasdaq
DUOL,United States,DE,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DUOT,United States,FL,1231.0,7372.0,Services-Prepackaged Software,Nasdaq
DV,United States,DE,1231.0,7370.0,"Services-Computer Programming, Data Proc",NYSE
DVA,United States,DE,1231.0,8090.0,"Services-Misc Health & Allied Services, ",NYSE
DVLT,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
DVN,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
DWAY,United States,DE,930.0,8200.0,Services-Educational Services,OTC
DWSN,United States,TX,1231.0,1382.0,Oil & Gas Field Exploration Services,Nasdaq
DWTX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DX,United States,VA,1231.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE"
DXC,United States,NV,331.0,7374.0,Services-Computer Processing & Data Prep,NYSE
DXCM,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
DXF,Foreign,E9,1231.0,6199.0,Finance Services,NYSE
DXLG,United States,DE,131.0,5651.0,Retail-Family Clothing Stores,Nasdaq
DXPE,United States,TX,1231.0,5084.0,Wholesale-Industrial Machinery & Equipme,Nasdaq
DXST,Foreign,,,4950.0,Sanitary Services,Nasdaq
DXYN,United States,TN,1231.0,2273.0,Carpets & Rugs,OTC
DY,United States,FL,130.0,1623.0,"Water, Sewer, Pipeline, Comm & Power Lin",NYSE
DYAI,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
DYN,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
DYNR,United States,DE,1231.0,1000.0,Metal Mining,OTC
E,Foreign,L6,1231.0,1311.0,Crude Petroleum & Natural Gas,"NYSE,OTC"
EA,United States,DE,331.0,7372.0,Services-Prepackaged Software,Nasdaq
EACO,United States,FL,831.0,5065.0,"Wholesale-Electronic Parts & Equipment, ",OTC
EAF,United States,DE,1231.0,3620.0,Electrical Industrial Apparatus,NYSE
EAI,United States,TX,1231.0,4911.0,Electric Services,NYSE
EARN,United States,DE,331.0,6798.0,Real Estate Investment Trusts,"NYSE,NYSE"
EAT,United States,DE,624.0,5812.0,Retail-Eating  Places,NYSE
EBAY,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",Nasdaq
EBC,United States,MA,1231.0,6035.0,"Savings Institution, Federally Chartered",Nasdaq
EBF,United States,TX,1231.0,2761.0,Manifold Business Forms,NYSE
EBMT,United States,DE,1231.0,6022.0,State Commercial Banks,Nasdaq
EBON,Foreign,E9,1231.0,6200.0,"Security & Commodity Brokers, Dealers, E",Nasdaq
EBRCZ,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,"None,OTC"
EBS,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,NYSE
EBZT,United States,DE,131.0,7372.0,Services-Prepackaged Software,OTC
EC,Foreign,F8,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
ECBK,United States,MD,1231.0,6036.0,"Savings Institutions, Not Federally Char",Nasdaq
ECG,United States,DE,1231.0,1531.0,Operative Builders,NYSE
ECHO,United States,NV,1231.0,4899.0,"Communications Services, NEC",Nasdaq
ECL,United States,DE,1231.0,2840.0,"Soap, Detergents, Cleang Preparations, P",NYSE
ECO,Foreign,1T,1231.0,4412.0,Deep Sea Foreign Transportation of  Frei,NYSE
ECOR,United States,DE,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,Nasdaq
ECPG,United States,DE,1231.0,6153.0,Short-Term Business Credit Institutions,Nasdaq
ECVT,United States,DE,1231.0,2800.0,Chemicals & Allied Products,NYSE
ECXJ,United States,NV,531.0,3714.0,Motor Vehicle Parts & Accessories,
ED,United States,NY,1231.0,4931.0,Electric & Other Services Combined,NYSE
EDBL,United States,DE,1231.0,100.0,Agricultural Production-Crops,"Nasdaq,Nasdaq"
EDGM,United States,NV,1231.0,8082.0,Services-Home Health Care Services,OTC
EDHL,Foreign,E9,1231.0,7310.0,Services-Advertising,Nasdaq
EDIT,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
EDN,Foreign,C1,1231.0,4911.0,Electric Services,NYSE
EDRY,Foreign,1T,1231.0,4400.0,Water Transportation,Nasdaq
EDSA,Foreign,A1,930.0,2834.0,Pharmaceutical Preparations,Nasdaq
EDTK,Foreign,E9,331.0,8200.0,Services-Educational Services,Nasdaq
EDU,Foreign,E9,531.0,8200.0,Services-Educational Services,"NYSE,OTC"
EDUC,United States,DE,228.0,5190.0,Wholesale-Miscellaneous Nondurable Goods,Nasdaq
EE,United States,DE,1231.0,4924.0,Natural Gas Distribution,NYSE
EEFT,United States,DE,1231.0,6099.0,"Functions Related To Depository Banking,",Nasdaq
EEGI,United States,WY,1231.0,1520.0,General Bldg Contractors - Residential B,OTC
EEIQ,Foreign,D8,930.0,8200.0,Services-Educational Services,Nasdaq
EESH,United States,,1231.0,4941.0,Water Supply,
EEX,United States,DE,1231.0,7389.0,"Services-Business Services, NEC",NYSE
EFC,United States,DE,1231.0,6500.0,Real Estate,"NYSE,NYSE,NYSE,NYSE"
EFOI,United States,OH,1231.0,3640.0,Electric Lighting & Wiring Equipment,Nasdaq
EFOR,United States,DE,1231.0,7363.0,Services-Help Supply Services,NYSE
EFSC,United States,DE,1231.0,6022.0,State Commercial Banks,"Nasdaq,Nasdaq"
EFSI,United States,VA,1231.0,6022.0,State Commercial Banks,Nasdaq
EFX,United States,GA,1231.0,7320.0,"Services-Consumer Credit Reporting, Coll",NYSE
EFXT,Foreign,Z4,1231.0,3560.0,General Industrial Machinery & Equipment,NYSE
EG,United States,D0,1231.0,6331.0,"Fire, Marine & Casualty Insurance",NYSE
EGAN,United States,DE,630.0,7372.0,Services-Prepackaged Software,Nasdaq
EGBN,United States,MD,1231.0,6022.0,State Commercial Banks,Nasdaq
EGG,Foreign,E9,930.0,8742.0,Services-Management Consulting Services,NYSE
EGHT,United States,DE,331.0,7374.0,Services-Computer Processing & Data Prep,Nasdaq
EGLXF,Foreign,A1,1231.0,7900.0,Services-Amusement & Recreation Services,OTC
EGMCF,Foreign,A1,1231.0,1000.0,Metal Mining,OTC
EGO,Foreign,A1,1231.0,1040.0,Gold and Silver Ores,NYSE
EGP,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
EGY,United States,DE,1231.0,1311.0,Crude Petroleum & Natural Gas,NYSE
EHC,United States,DE,1231.0,8060.0,Services-Hospitals,NYSE
EHLD,Foreign,,,4412.0,Deep Sea Foreign Transportation of  Frei,Nasdaq
EHSI,United States,DE,1231.0,8093.0,Services-Specialty Outpatient Facilities,OTC
EHTH,United States,DE,1231.0,6411.0,"Insurance Agents, Brokers & Service",Nasdaq
EHVVF,Foreign,A6,1231.0,7371.0,Services-Computer Programming Services,OTC
EIG,United States,NV,1231.0,6331.0,"Fire, Marine & Casualty Insurance",NYSE
EIKN,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
EIX,United States,CA,1231.0,4911.0,Electric Services,NYSE
EJH,Foreign,E9,630.0,7600.0,Services-Miscellaneous Repair Services,Nasdaq
EL,United States,DE,630.0,2844.0,"Perfumes, Cosmetics & Other Toilet Prepa",NYSE
ELA,United States,NV,1231.0,5944.0,Retail-Jewelry Stores,NYSE
ELAB,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ELAN,United States,,1231.0,2834.0,Pharmaceutical Preparations,NYSE
ELBM,Foreign,A6,1231.0,1400.0,Mining & Quarrying of  Nonmetallic Miner,Nasdaq
ELDN,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ELF,United States,DE,331.0,2844.0,"Perfumes, Cosmetics & Other Toilet Prepa",NYSE
ELLO,Foreign,L3,1231.0,4911.0,Electric Services,NYSE
ELMD,United States,MN,630.0,3845.0,Electromedical & Electrotherapeutic Appa,NYSE
ELME,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
ELMT,United States,DE,101.0,3490.0,Miscellaneous Fabricated Metal Products,Nasdaq
ELOG,Foreign,E9,331.0,4731.0,Arrangement of  Transportation of  Freig,Nasdaq
ELOX,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ELPC,Foreign,,1231.0,4911.0,Electric Services,NYSE
ELPW,Foreign,E9,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",Nasdaq
ELRE,United States,WY,331.0,1090.0,Miscellaneous Metal Ores,OTC
ELS,United States,MD,1231.0,6798.0,Real Estate Investment Trusts,NYSE
ELSE,United States,MN,1231.0,3823.0,"Industrial Instruments For Measurement, ",Nasdaq
ELTK,Foreign,L3,1231.0,3672.0,Printed Circuit Boards,Nasdaq
ELTP,United States,NJ,331.0,2834.0,Pharmaceutical Preparations,OTC
ELTX,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ELUT,United States,DE,1231.0,2836.0,"Biological Products, (No Diagnostic Subs",Nasdaq
ELV,United States,IN,1231.0,6324.0,Hospital & Medical Service Plans,NYSE
ELVA,Foreign,A6,930.0,3690.0,"Miscellaneous Electrical Machinery, Equi",Nasdaq
ELVG,United States,NV,1231.0,8742.0,Services-Management Consulting Services,OTC
ELVN,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,Nasdaq
ELVR,Foreign,C3,630.0,1400.0,Mining & Quarrying of  Nonmetallic Miner,"Nasdaq,OTC"
ELWT,United States,,1231.0,4899.0,"Communications Services, NEC",Nasdaq
EMA,Foreign,,1231.0,4911.0,Electric Services,"NYSE,OTC,OTC,OTC"
EMAT,United States,DE,1231.0,3690.0,"Miscellaneous Electrical Machinery, Equi",Nasdaq
EMBC,United States,DE,930.0,3841.0,Surgical & Medical Instruments & Apparat,Nasdaq
EMBJ,Foreign,,,3721.0,Aircraft,NYSE
EMCGF,United States,E9,1231.0,6770.0,Blank Checks,
EME,United States,DE,1231.0,1731.0,Electrical Work,NYSE
EMED,United States,DE,1231.0,3841.0,Surgical & Medical Instruments & Apparat,
EMIS,United States,E9,1231.0,6770.0,Blank Checks,"Nasdaq,Nasdaq"
EML,United States,CT,103.0,3420.0,"Cutlery, Handtools & General Hardware",Nasdaq
EMMA,United States,DE,1231.0,2834.0,Pharmaceutical Preparations,OTC
EMN,United States,DE,1231.0,2821.0,"Plastic Materials, Synth Resins & Nonvul",NYSE
EMPD,United States,DE,1231.0,6199.0,Finance Services,Nasdaq
EMR,United States,MO,930.0,3600.0,Electronic & Other Electrical Equipment ,NYSE
EMYB,United States,PA,1231.0,6022.0,State Commercial Banks,OTC
ENB,Foreign,A0,1231.0,4610.0,Pipe Lines (No Natural Gas),"NYSE,OTC,OTC,OTC,OTC,OTC"
ENBP,United States,PA,1231.0,6021.0,National Commercial Banks,OTC
ENDI,United States,DE,1231.0,6282.0,Investment Advice,
ENDV,United States,DE,1231.0,3845.0,Electromedical & Electrotherapeutic Appa,OTC
ENGN,United States,Z4,1031.0,2836.0,"Biological Products, (No Diagnostic Subs","Nasdaq,Nasdaq"
